region_macro;region;city;fias;employer;position_type;salary_min;salary_max;salary_type;vacancy_source
Московская область;Московская обл;г Раменское;a54506e0-5641-4d8c-b543-7bcce2c9887f;FIX PRICE;Продавец-кассир;27000;30000;net;hh
Ивановская область;Ивановская обл;г Иваново;40c6863e-2a5f-4033-a377-3416533948bd;Lady Collection;Продавец-кассир;18000;25000;net;hh
Новосибирская область;Новосибирская обл;г Новосибирск;8dea00e3-9aab-4d8e-887c-ef2aaa546456;Кобзев Александр Николаевич;Продавец-кассир;26000;35000;net;hh
Калужская область;Калужская обл;г Белоусово;4601e932-0ca3-474f-a8a6-e67cc034b346;Жихарева Елена;Продавец-кассир;40000;50000;net;hh
Москва;г Москва;г Москва;0c5b2444-70a0-4932-980c-b4dc0d3f02b5;5LB;Продавец-кассир;45000;70000;gross;hh
Московская область;г Москва;г Зеленоград;ec44c0ee-bf24-41c8-9e1c-76136ab05cbf;КС Интернешнл;Продавец-кассир;35000;40000;net;hh
Липецкая область;Липецкая обл;г Липецк;eacb5f15-1a2e-432e-904a-ca56bd635f1b;MYBOX;Продавец-кассир;25000;40000;net;hh
Московская область;Московская обл;г Подольск;b22cf685-e391-42c8-aab5-a9aadb9193d4;Военторг - Ритейл;Продавец-кассир;28500;30000;gross;hh
Санкт-Петербург;г Санкт-Петербург;г Санкт-Петербург;c2deb16a-0330-4f05-821f-1d09c93331e6;MODIS;Продавец-кассир;25000;28000;net;hh
Амурская область;Амурская обл;г Благовещенск;8f41253d-6e3b-48a9-842a-25ba894bd093;КАРИ;Продавец-кассир;20000;35000;gross;hh
Красноярский край;Красноярский край;г Красноярск;9b968c73-f4d4-4012-8da8-3dacd4d4c1bd;SWEET KRASTY;Продавец-кассир;18000;30000;net;hh
Воронежская область;Воронежская обл;г Бобров;0a50bda2-e801-4e11-bcc0-8c6469d46a5d;Автодор-Платные Дороги;Продавец-кассир;26000;31000;gross;hh
Свердловская область;Свердловская обл;г Верхняя Пышма;061cd8e0-b7bd-4a31-944e-a6e3da93631d;Шустов Алексей Сергеевич;Продавец-кассир;15000;30000;net;hh
Санкт-Петербург;г Санкт-Петербург;г Санкт-Петербург;c2deb16a-0330-4f05-821f-1d09c93331e6;WINAUTO;Продавец-кассир;30000;35000;net;hh
Москва;г Москва;г Москва;0c5b2444-70a0-4932-980c-b4dc0d3f02b5;Сахалин рыба (ИП Борисик Александр Павлович);Продавец-кассир;40000;75000;net;hh
Республика Крым;Респ Крым;г Симферополь;b9001e55-72ed-43bf-b7eb-41b86a14380e;Торговая Фирма Мечта;Продавец-кассир;40000;40000;net;hh
Республика Крым;Респ Крым;г Евпатория;e11bab0f-338d-43e0-bfa4-1d3c87759e2a;КАРИ;Продавец-кассир;25000;35000;gross;hh
Иркутская область;Иркутская обл;г Усть-Кут;cfb0a55a-3314-42bf-b3d8-5ed5368abdd6;КАРИ;Продавец-кассир;25000;45000;gross;hh
Новосибирская область;Новосибирская обл;г Новосибирск;8dea00e3-9aab-4d8e-887c-ef2aaa546456;Сакура Суши;Продавец-кассир;20000;40000;net;hh
Хабаровский край;Хабаровский край;Ванино рп;2a148048-2ee1-4009-8c28-7de5b03afa35;Компания Санвэй;Продавец-кассир;25000;30000;net;hh
Республика Башкортостан;Респ Башкортостан;г Уфа;7339e834-2cb4-4734-a4c7-1fca2c66e562;Билайн;Продавец-кассир;35000;70000;gross;hh
Москва;г Москва;г Москва;0c5b2444-70a0-4932-980c-b4dc0d3f02b5;FIX PRICE;Продавец-кассир;33000;35000;net;hh
Чувашская Республика;Чувашская республика - Чувашия;г Чебоксары;dd8caeab-c685-4f2a-bf5f-550aca1bbc48;Галамарт;Продавец-кассир;21000;21000;net;hh
Тульская область;Тульская обл;г Новомосковск;0b6e326e-74ca-4e24-93d4-2c385c292bb5;ГРИНН, Корпорация;Продавец-кассир;24000;24000;gross;hh
Самарская область;Самарская обл;г Самара;bb035cc3-1dc2-4627-9d25-a1bf2d4b936b;Билайн;Продавец-кассир;25000;70000;gross;hh
Самарская область;Самарская обл;г Самара;bb035cc3-1dc2-4627-9d25-a1bf2d4b936b;Билайн;Продавец-кассир;25000;70000;gross;hh
Краснодарский край;Краснодарский край;г Краснодар;7dfa745e-aa19-4688-b121-b655c11e482f;Евро Металл Групп;Продавец-кассир;15000;30000;gross;hh
Республика Татарстан;Респ Татарстан;г Казань;93b3df57-4c89-44df-ac42-96f05e9cd3b9;ЗооОптТорг;Продавец-кассир;27000;45000;net;hh
Волгоградская область;Волгоградская обл;г Волжский;bc5ed788-84c8-493e-9598-7a15a9f1e4c1;Волтей М;Продавец-кассир;24000;26000;net;hh
Республика Татарстан;Респ Татарстан;г Казань;93b3df57-4c89-44df-ac42-96f05e9cd3b9;РУБЛЬ БУМ, ГК;Продавец-кассир;25000;25000;gross;hh
Москва;г Москва;г Москва;0c5b2444-70a0-4932-980c-b4dc0d3f02b5;Крокс Си-Ай-Эс;Продавец-кассир;27000;40000;gross;hh
Брянская область;Брянская обл;г Брянск;414b71cf-921e-4bfc-b6e0-f7395d16aaef;Триумф;Продавец-кассир;18000;23000;gross;hh
Москва;г Москва;г Москва;0c5b2444-70a0-4932-980c-b4dc0d3f02b5;JCat.ru;Продавец-кассир;30000;42000;net;hh
Мурманская область;Мурманская обл;г Мурманск;b7127184-ead6-422b-b7cf-4fc7725b47a5;JobCart.ru;Продавец-кассир;25700;32800;net;hh
Московская область;Московская обл;г Красногорск;63fcf18a-365e-451f-baee-8d09ac50b773;JCat.ru;Продавец-кассир;30600;40800;net;hh
Москва;г Москва;г Москва;0c5b2444-70a0-4932-980c-b4dc0d3f02b5;КАРИ;Продавец-кассир;27000;35000;net;hh
Москва;г Москва;г Москва;0c5b2444-70a0-4932-980c-b4dc0d3f02b5;Виктория, Сеть супермаркетов;Продавец-кассир;30000;37000;gross;hh
Москва;г Москва;г Москва;0c5b2444-70a0-4932-980c-b4dc0d3f02b5;Виктория, Сеть супермаркетов;Продавец-кассир;28359;37000;gross;hh
Московская область;Московская обл;г Ногинск;40ae04e3-9a69-44ea-8bd7-6c6f08e1a4ca;Куриный дом;Продавец-кассир;35000;58000;net;hh
Москва;г Москва;г Москва;0c5b2444-70a0-4932-980c-b4dc0d3f02b5;ЮНЭКС;Продавец-кассир;45000;55000;gross;hh
Московская область;Московская обл;г Воскресенск;555e9f1b-627a-4444-b19e-27fb9d67a093;Куриный дом;Продавец-кассир;25000;38000;net;hh
Самарская область;Самарская обл;г Тольятти;242e87c1-584d-4360-8c4c-aae2fe90048e;Веселая затея;Продавец-кассир;15000;20000;net;hh
Московская область;Московская обл;г Котельники;67488a01-ccb7-4638-bcad-117db0fbe9a3;КАРИ;Продавец-кассир;30000;35000;net;hh
Московская область;Московская обл;г Подольск;b22cf685-e391-42c8-aab5-a9aadb9193d4;JCat.ru;Продавец-кассир;30600;40800;net;hh
Московская область;Московская обл;г Мытищи;5f290be7-14ff-4ccd-8bc8-2871a9ca9d5f;JCat.ru;Продавец-кассир;30600;40800;net;hh
Московская область;г Москва;г Зеленоград;ec44c0ee-bf24-41c8-9e1c-76136ab05cbf;JCat.ru;Продавец-кассир;30600;40800;net;hh
Московская область;Московская обл;г Балашиха;27c5bc66-61bf-4a17-b0cd-ca0eb64192d6;JCat.ru;Продавец-кассир;30600;40800;net;hh
Московская область;Московская обл;г Люберцы;427b4e19-f221-4abc-8904-81f7409c1ce3;JCat.ru;Продавец-кассир;30600;40800;net;hh
Москва;г Москва;г Москва;0c5b2444-70a0-4932-980c-b4dc0d3f02b5;JCat.ru;Продавец-кассир;30600;40800;net;hh
Москва;г Москва;г Москва;0c5b2444-70a0-4932-980c-b4dc0d3f02b5;JCat.ru;Продавец-кассир;30600;40800;net;hh
Москва;г Москва;г Москва;0c5b2444-70a0-4932-980c-b4dc0d3f02b5;JCat.ru;Продавец-кассир;30600;40800;net;hh
Москва;г Москва;г Москва;0c5b2444-70a0-4932-980c-b4dc0d3f02b5;JCat.ru;Продавец-кассир;30600;40800;net;hh
Московская область;Московская обл;г Мытищи;5f290be7-14ff-4ccd-8bc8-2871a9ca9d5f;Кафе-Пекарня Хлебные Фантазии;Продавец-кассир;32000;35000;net;hh
Республика Адыгея;Респ Адыгея;г Майкоп;8cfbe842-e803-49ca-9347-1ef90481dd98;Горизонт;Продавец-кассир;20000;26000;gross;hh
Амурская область;г Москва;г Москва;0c5b2444-70a0-4932-980c-b4dc0d3f02b5;Веста;Продавец-кассир;35000;35000;net;hh
Москва;г Москва;г Москва;0c5b2444-70a0-4932-980c-b4dc0d3f02b5;Айрапетян Нельсон Самвелович;Продавец-кассир;35000;45000;net;hh
